Date,Area Name,Road Name,Congestion_Level,Average_Speed,Incident_Reports,Road_Capacity_Utilization,Pedestrian_and_Cyclist_Count,Public_Transport_Usage,Traffic_Signal_Compliance,Traffic_Volume,Weather_Condition,Roadwork_Activity
2023-09-03,Silk Board,Road_5,82.3,24.9,0,72.4,145,49.4,62.9,1242,Clear,Minor
2023-10-12,Indiranagar,Road_1,68.4,15.3,0,82.4,65,51.9,85.7,3329,Clear,None
2022-01-23,Whitefield,Road_15,71.4,19.2,0,96.7,85,63.3,74.2,3667,Clear,None
2023-11-10,Silk Board,Road_10,72.6,20.2,2,73.5,210,38.9,85.1,2560,Haze,Major
2023-09-14,Whitefield,Road_4,63.6,20.0,0,55.0,100,39.3,81.9,2794,Haze,None
2022-10-24,Whitefield,Road_2,74.0,19.7,0,73.8,238,50.5,69.5,4092,Cloudy,Minor
2024-03-23,Brigade Road,Road_8,50.0,24.6,0,50.0,195,64.5,80.1,2912,Clear,Minor
2023-08-11,Silk Board,Road_7,55.4,23.9,0,62.9,193,37.8,68.6,1472,Rain,None
2023-09-18,Marathahalli,Road_5,71.6,18.9,1,62.2,249,54.6,70.6,1182,Cloudy,Minor
2023-04-09,Koramangala,Road_2,84.1,17.3,1,92.3,161,60.9,78.9,829,Cloudy,Major
2023-06-28,Silk Board,Road_9,52.9,26.4,0,50.0,248,62.9,93.4,3701,Haze,Major
2023-05-05,Whitefield,Road_15,48.5,22.7,0,76.1,195,71.6,62.8,594,Clear,None
2024-07-31,Marathahalli,Road_4,75.5,15.6,0,67.4,148,39.8,70.4,2632,Cloudy,None
2023-10-31,Koramangala,Road_16,67.5,20.4,0,78.7,150,53.1,88.4,2203,Haze,None
2024-06-16,Electronic City,Road_7,72.8,21.2,1,82.5,133,33.5,76.1,2822,Haze,None
2023-09-23,Electronic City,Road_10,61.0,23.4,0,74.6,193,30.3,67.2,2905,Haze,None
2023-09-24,Whitefield,Road_10,62.4,29.5,1,72.7,53,70.1,84.1,3245,Rain,Major
2023-07-05,MG Road,Road_9,88.1,23.7,2,86.8,148,55.7,74.8,3397,Cloudy,Minor
2022-10-04,Whitefield,Road_9,55.0,22.2,0,58.3,238,53.0,62.0,2120,Cloudy,Minor
2023-04-10,Silk Board,Road_10,72.4,16.5,2,87.6,223,58.1,65.3,4707,Haze,None
2023-12-15,Indiranagar,Road_8,70.3,20.1,1,72.7,197,61.8,71.2,4909,Haze,None
2023-03-10,MG Road,Road_2,60.4,19.7,1,50.1,124,31.8,79.7,2844,Rain,Major
2023-02-24,MG Road,Road_16,79.2,18.9,2,100.0,71,59.9,91.3,3472,Haze,Major
2024-07-11,Koramangala,Road_14,55.7,24.4,0,50.0,61,32.0,94.8,1872,Rain,None
2022-09-11,MG Road,Road_2,83.0,20.1,2,97.0,222,62.0,66.8,1158,Cloudy,None
2022-02-17,Whitefield,Road_9,56.8,29.6,0,66.3,119,47.2,92.9,4734,Haze,Major
2022-11-07,Brigade Road,Road_8,66.5,16.6,0,65.2,126,46.7,88.0,1803,Rain,Major
2022-04-28,Electronic City,Road_2,75.8,22.7,1,79.9,243,70.3,73.8,2562,Clear,Major
2023-02-06,Indiranagar,Road_4,67.0,20.0,1,90.9,136,74.9,63.2,1235,Haze,Major
2022-08-02,Electronic City,Road_14,82.6,14.5,2,93.5,54,69.2,73.7,4052,Rain,Major
2022-03-22,Electronic City,Road_11,51.2,18.0,0,73.1,155,73.6,77.8,3721,Clear,Minor
2023-03-25,Indiranagar,Road_13,61.4,32.5,0,64.0,120,49.7,85.7,1157,Rain,None
2022-02-06,Whitefield,Road_8,93.5,12.6,1,92.8,72,43.2,91.3,1568,Cloudy,None
2022-05-27,Marathahalli,Road_12,64.6,22.9,0,63.1,246,56.4,73.1,2427,Haze,None
2022-02-24,Electronic City,Road_11,95.3,17.8,0,100.0,185,66.0,80.7,4326,Haze,Minor
2024-01-17,Silk Board,Road_10,66.1,23.5,3,69.5,69,47.9,80.9,1106,Clear,Major
2024-06-06,Marathahalli,Road_14,58.2,16.4,0,64.0,152,63.3,78.4,2756,Haze,None
2024-07-08,Indiranagar,Road_2,56.2,35.7,0,62.6,147,43.5,67.4,3378,Clear,Minor
2023-07-01,Indiranagar,Road_7,78.0,10.3,2,84.3,62,50.1,67.2,2218,Rain,None
2022-01-03,Marathahalli,Road_4,73.0,21.6,1,79.9,126,43.2,84.1,1495,Haze,Minor
2022-10-24,Brigade Road,Road_5,78.6,14.1,1,82.7,109,41.0,89.0,1182,Rain,Major
2023-06-01,Whitefield,Road_16,66.6,17.8,0,66.2,135,62.8,94.7,3237,Cloudy,Minor
2022-01-30,Brigade Road,Road_8,53.3,29.7,0,57.0,76,55.2,67.6,3284,Cloudy,Minor
2022-08-13,Silk Board,Road_12,45.8,31.2,0,50.0,238,48.3,93.4,4526,Cloudy,None
2022-01-23,Whitefield,Road_12,80.2,11.4,0,93.9,169,41.8,64.1,4507,Clear,Major
2022-07-29,Whitefield,Road_4,68.9,23.6,1,79.9,86,31.8,75.5,742,Haze,Minor
2024-08-01,Electronic City,Road_9,79.6,20.4,1,78.0,190,56.4,70.1,2344,Rain,None
2023-07-22,Whitefield,Road_4,45.9,19.4,1,50.0,122,73.9,77.0,2894,Clear,Major
2023-06-16,MG Road,Road_8,56.2,24.0,0,54.3,220,73.1,79.5,2308,Rain,Minor
2023-09-26,Brigade Road,Road_10,65.2,20.6,0,76.1,108,68.5,83.3,1380,Haze,Major
2022-04-07,MG Road,Road_6,81.4,15.2,4,80.2,249,68.7,77.1,586,Cloudy,Major
2023-01-19,Koramangala,Road_13,65.4,20.3,0,67.1,124,35.7,89.2,605,Cloudy,Minor
2023-04-12,Marathahalli,Road_5,76.7,19.5,2,67.3,205,36.9,94.9,4363,Cloudy,None
2022-06-21,Brigade Road,Road_4,73.2,13.4,2,67.6,221,44.4,78.2,2253,Rain,Major
2023-08-18,Silk Board,Road_9,79.4,20.8,1,86.6,96,41.7,84.7,2092,Haze,Major
2022-01-29,Silk Board,Road_13,65.3,29.7,1,67.7,239,52.0,93.5,4107,Rain,Minor
2022-04-25,Koramangala,Road_14,62.2,27.3,0,79.5,57,70.9,87.2,4087,Cloudy,None
2024-05-25,Electronic City,Road_16,89.8,17.8,1,97.1,173,46.0,70.8,4287,Cloudy,None
2023-01-06,Electronic City,Road_3,73.6,20.1,0,82.3,239,61.9,67.1,3077,Rain,None
2023-07-12,Brigade Road,Road_15,84.3,21.4,2,78.8,241,42.1,80.5,3143,Haze,None
2024-04-29,Marathahalli,Road_4,70.1,14.8,0,90.3,153,68.6,93.2,4060,Clear,Major
2024-03-24,Koramangala,Road_16,64.3,21.4,0,58.2,235,63.7,78.2,1695,Cloudy,None
2024-05-08,Koramangala,Road_7,58.3,29.1,0,73.0,152,39.9,90.8,2372,Haze,Major
2023-07-19,Koramangala,Road_15,79.4,13.6,1,84.6,141,55.7,84.8,2980,Cloudy,Minor
2022-10-25,Silk Board,Road_12,64.8,13.8,0,68.6,147,43.6,62.2,556,Cloudy,Major
2023-01-10,Indiranagar,Road_11,54.2,29.6,2,60.5,63,42.7,70.4,833,Clear,None
2022-01-26,Koramangala,Road_14,59.3,26.0,1,63.0,229,73.1,84.2,3911,Rain,None
2024-02-07,Koramangala,Road_15,83.9,8.0,3,94.1,107,67.4,70.1,4626,Haze,Major
2023-05-05,Electronic City,Road_9,64.3,24.6,0,67.3,58,64.0,68.2,3358,Cloudy,None
2022-08-01,Marathahalli,Road_12,80.7,22.7,3,84.7,166,52.2,75.5,2379,Clear,Minor
2023-03-21,MG Road,Road_5,67.1,20.2,1,65.7,228,37.0,85.0,3358,Cloudy,Major
2022-03-20,Marathahalli,Road_10,67.1,21.7,0,68.8,138,63.0,82.2,2762,Haze,Minor
2023-04-06,Marathahalli,Road_9,57.1,27.4,0,66.4,90,56.2,90.2,1212,Rain,Minor
2024-05-05,Indiranagar,Road_2,62.7,20.4,0,66.4,169,67.9,85.2,2844,Haze,Minor
2024-01-13,Marathahalli,Road_13,63.9,25.4,0,56.6,219,64.3,87.7,4416,Haze,Major
2022-03-22,Electronic City,Road_4,72.6,17.7,0,94.0,241,37.3,66.6,3406,Haze,None
2024-03-06,Brigade Road,Road_13,63.1,28.9,0,61.8,110,67.1,71.7,2532,Clear,None
2022-02-02,Koramangala,Road_1,71.9,20.0,1,68.3,198,44.4,88.9,2316,Rain,Major
2022-11-10,Brigade Road,Road_5,91.6,9.4,0,83.9,202,40.2,91.5,4918,Rain,Minor
2022-04-06,Whitefield,Road_3,55.1,32.8,0,72.5,154,38.0,82.7,1337,Haze,Major
2023-11-07,MG Road,Road_1,76.7,20.9,2,72.9,191,51.3,82.9,1029,Haze,Minor
2024-07-26,Electronic City,Road_10,70.1,19.7,2,81.4,241,72.0,88.8,660,Clear,Minor
2022-09-30,MG Road,Road_2,70.4,21.0,2,74.5,108,73.6,90.2,1942,Cloudy,None
2023-10-19,Electronic City,Road_14,69.2,26.9,1,78.2,128,68.4,80.4,4681,Clear,None
2024-01-03,Whitefield,Road_1,61.3,24.3,0,66.4,177,39.5,82.0,4068,Rain,Minor
2023-04-27,Indiranagar,Road_13,99.0,8.7,1,99.4,118,37.0,79.8,1021,Haze,Minor
2024-05-29,Brigade Road,Road_15,66.4,21.5,1,63.4,192,59.2,91.4,3917,Clear,None
2024-06-17,Electronic City,Road_1,74.7,22.4,0,76.6,117,35.2,67.7,3650,Cloudy,Minor
2023-01-08,Whitefield,Road_11,81.1,19.0,0,91.7,81,71.4,90.8,2634,Rain,Minor
2023-08-31,MG Road,Road_6,57.4,21.0,0,54.4,114,53.9,73.9,1140,Clear,Minor
2023-05-08,Whitefield,Road_2,55.1,27.8,0,53.3,216,54.9,92.7,2603,Cloudy,Major
2023-03-29,Whitefield,Road_2,36.6,39.7,0,50.0,112,49.0,73.0,2166,Rain,Minor
2024-02-14,Electronic City,Road_9,87.5,13.6,3,88.2,116,33.3,75.5,1689,Rain,Minor
2023-03-10,Marathahalli,Road_14,55.8,27.2,0,59.1,105,35.1,62.3,1719,Cloudy,Major
2022-12-19,Koramangala,Road_4,81.7,17.7,0,100.0,181,64.3,74.1,1923,Rain,Minor
2023-06-29,Silk Board,Road_6,72.4,19.1,0,78.2,233,42.4,68.9,4232,Haze,Minor
2022-12-07,Whitefield,Road_13,63.0,20.2,0,66.3,76,64.3,78.3,1020,Cloudy,Major
2023-05-26,Koramangala,Road_5,60.1,26.1,1,58.4,66,39.3,92.7,4358,Clear,Minor
2022-03-27,Silk Board,Road_3,65.6,30.3,1,63.5,68,50.5,74.6,2431,Clear,Minor
2023-01-02,Indiranagar,Road_10,92.3,10.5,1,100.0,244,59.7,65.6,3593,Cloudy,Major
2023-05-01,Marathahalli,Road_11,62.8,29.5,0,62.5,80,53.6,67.2,1789,Haze,Minor
2024-02-08,MG Road,Road_12,53.7,26.1,0,60.4,169,41.5,94.7,1148,Haze,Major
2023-09-26,Silk Board,Road_9,82.3,14.4,0,84.5,149,48.8,91.3,4362,Haze,None
2024-02-06,Brigade Road,Road_15,77.8,18.9,1,87.2,170,70.1,73.1,2169,Clear,Minor
2022-04-19,Whitefield,Road_13,70.2,21.5,1,80.7,168,71.3,67.4,4333,Rain,Major
2023-05-31,Whitefield,Road_13,81.2,16.0,2,93.8,200,72.9,81.2,4946,Cloudy,None
2024-03-31,Brigade Road,Road_2,62.9,21.3,1,67.5,103,70.7,62.1,1608,Rain,Minor
2022-06-26,MG Road,Road_8,59.1,23.9,2,50.2,66,38.5,94.0,1558,Rain,None
2023-08-30,Whitefield,Road_12,76.3,20.0,0,89.5,60,71.7,82.4,1999,Cloudy,None
2023-11-26,Whitefield,Road_16,61.6,19.0,1,53.1,75,52.0,61.1,4984,Rain,None
2024-02-13,Silk Board,Road_4,76.2,13.9,1,85.0,110,32.2,60.5,3502,Cloudy,None
2023-04-09,Marathahalli,Road_8,50.1,28.2,0,52.1,123,56.1,62.4,2506,Haze,Minor
2024-06-26,Indiranagar,Road_1,95.1,13.6,1,100.0,164,44.8,85.0,4297,Rain,Major
2024-06-09,MG Road,Road_15,77.2,13.2,1,83.5,148,43.2,61.1,3542,Haze,Major
2023-04-16,Whitefield,Road_11,59.1,28.9,1,66.3,100,37.8,93.2,4852,Haze,None
2023-05-06,Silk Board,Road_14,70.5,18.8,0,80.8,241,63.9,75.8,3553,Clear,Major
2024-02-04,Whitefield,Road_2,66.5,15.3,0,78.9,96,51.0,75.3,1602,Rain,None
2022-05-17,MG Road,Road_10,83.4,28.2,0,88.4,124,43.8,74.1,4442,Rain,None
2023-10-08,Marathahalli,Road_3,87.8,11.7,2,100.0,226,63.7,74.5,1009,Cloudy,Major
2022-11-16,Electronic City,Road_6,66.8,22.1,0,56.5,219,68.3,81.5,3265,Cloudy,Major
2024-01-17,MG Road,Road_5,90.6,15.0,1,88.1,167,48.8,83.5,4323,Rain,None
2023-07-15,Silk Board,Road_14,53.4,23.4,0,51.7,249,41.7,86.9,3544,Haze,Minor
2023-11-22,Whitefield,Road_13,67.0,15.3,3,75.4,104,55.2,79.7,2437,Clear,Major
2022-05-23,Silk Board,Road_10,83.7,12.1,1,84.7,106,50.7,65.6,2980,Rain,Minor
2024-08-13,Indiranagar,Road_15,85.4,14.1,3,80.4,198,74.4,63.9,3942,Haze,None
2023-11-20,Electronic City,Road_2,83.0,26.9,1,92.4,122,42.5,79.3,593,Clear,Minor
2024-03-11,MG Road,Road_6,81.9,15.5,0,76.5,104,67.0,70.1,3373,Haze,None
2023-04-18,Koramangala,Road_11,80.6,14.2,1,88.4,185,65.0,74.0,2334,Haze,None
2023-04-09,Electronic City,Road_5,53.5,18.8,0,59.0,165,72.5,63.8,602,Haze,None
2022-10-22,Silk Board,Road_6,72.5,21.5,0,84.6,80,44.5,86.1,1977,Rain,Minor
2022-03-16,Silk Board,Road_14,95.4,8.4,1,100.0,152,60.1,86.7,1902,Clear,None
2022-05-12,Marathahalli,Road_12,70.8,26.7,1,66.5,138,34.1,80.8,4952,Clear,None
2022-03-31,Whitefield,Road_9,81.4,11.5,3,87.2,154,43.7,61.2,4788,Rain,Minor
2024-01-02,Koramangala,Road_2,85.7,15.0,1,89.7,227,44.6,86.1,2819,Cloudy,Major
2024-03-07,Indiranagar,Road_8,84.4,24.9,0,79.7,86,35.6,93.0,892,Haze,Major
2023-10-27,Marathahalli,Road_1,58.0,18.0,0,54.5,147,36.2,86.4,1276,Haze,Major
2022-02-06,Electronic City,Road_3,65.1,20.1,2,83.3,110,59.0,63.2,1988,Rain,None
2024-05-11,Electronic City,Road_15,71.1,20.5,2,72.1,204,46.1,83.7,4496,Rain,Minor
2022-04-05,Brigade Road,Road_10,53.8,32.7,0,56.2,146,48.9,85.7,1183,Rain,Major
2022-08-19,Silk Board,Road_4,80.4,27.0,2,74.9,70,58.2,74.6,2076,Haze,Minor
2022-05-24,Koramangala,Road_8,72.4,18.9,1,68.8,131,57.5,78.1,1025,Cloudy,None
2024-03-21,Electronic City,Road_12,66.6,18.8,0,86.7,240,68.9,66.4,4746,Rain,None
2022-01-28,MG Road,Road_14,58.3,21.5,0,66.6,83,54.2,66.6,1325,Rain,None
2022-08-31,Brigade Road,Road_13,71.3,26.1,1,67.7,135,69.6,92.2,3967,Haze,None
2022-09-29,Brigade Road,Road_3,89.3,12.0,2,88.4,59,53.6,75.1,601,Rain,Minor
2024-05-03,Koramangala,Road_13,65.9,22.6,0,74.4,183,69.6,78.5,571,Rain,Major
2023-05-19,Marathahalli,Road_13,54.3,22.3,0,65.0,228,56.7,75.9,3357,Cloudy,Major
2023-01-24,Koramangala,Road_1,48.5,31.3,0,56.4,172,70.9,93.9,2872,Haze,None
2024-07-07,Indiranagar,Road_10,48.6,32.7,0,74.4,109,60.3,62.8,811,Rain,None
2022-01-29,MG Road,Road_3,79.6,12.3,1,91.1,134,60.5,73.2,4861,Cloudy,Major
2023-10-29,Marathahalli,Road_2,62.4,24.1,0,65.7,75,40.5,87.2,2985,Haze,Minor
2022-07-20,Electronic City,Road_12,72.4,27.3,0,78.1,74,65.3,70.2,2808,Cloudy,None
2023-02-23,Silk Board,Road_11,75.2,25.5,0,73.2,190,73.3,64.0,1316,Cloudy,Minor
2022-11-09,Indiranagar,Road_10,68.4,15.4,0,67.7,50,46.8,86.9,855,Rain,None
2024-01-18,Silk Board,Road_8,90.8,8.8,1,85.2,150,39.9,85.2,2791,Clear,None
2023-02-15,Brigade Road,Road_5,66.3,29.2,0,62.2,102,52.8,88.3,2206,Cloudy,Minor
2022-01-23,Electronic City,Road_14,58.6,19.8,0,73.9,67,62.6,89.5,2726,Clear,Major
2022-03-13,Indiranagar,Road_9,65.1,31.9,0,72.5,233,70.5,78.9,4594,Rain,Minor
2022-11-27,MG Road,Road_5,73.3,26.8,1,79.1,141,60.0,75.7,3515,Rain,Minor
2022-02-26,Koramangala,Road_9,74.7,17.6,0,79.8,228,52.1,89.4,4137,Rain,Minor
2023-05-24,Indiranagar,Road_3,61.2,18.8,1,52.9,153,35.8,90.9,4678,Clear,Minor
2022-03-01,Brigade Road,Road_13,70.4,18.8,0,70.4,123,33.0,65.4,1105,Rain,Minor
2023-02-15,Silk Board,Road_10,65.1,24.2,1,67.3,106,71.7,81.3,984,Cloudy,Major
2023-04-06,Brigade Road,Road_8,79.8,28.0,1,92.3,132,43.5,84.4,4469,Rain,None
2024-03-25,Electronic City,Road_3,63.5,15.2,0,68.7,199,39.6,92.7,2460,Rain,None
2024-04-05,Brigade Road,Road_6,56.7,28.8,1,63.7,98,43.6,74.3,2359,Haze,Minor
2024-02-05,MG Road,Road_12,68.7,19.0,0,70.9,164,70.2,81.6,912,Haze,Minor
2022-03-26,Electronic City,Road_7,81.1,16.9,2,80.3,51,56.8,75.8,2878,Haze,Major
2023-08-23,Indiranagar,Road_11,50.1,26.1,0,50.0,122,60.0,74.5,916,Clear,Minor
2023-01-03,Silk Board,Road_8,69.7,24.3,0,77.3,157,51.0,76.3,3651,Rain,None
2023-12-19,Silk Board,Road_5,68.7,22.3,1,65.1,183,65.9,67.7,4247,Cloudy,Minor
2022-01-31,Koramangala,Road_8,80.5,16.8,0,80.1,232,36.6,61.3,883,Haze,Minor
2022-09-09,Electronic City,Road_14,62.8,26.2,0,65.4,160,52.2,84.4,3401,Rain,None
2022-02-23,Indiranagar,Road_10,71.0,22.2,2,68.7,87,37.3,83.3,3714,Cloudy,Minor
2022-05-25,Indiranagar,Road_1,72.1,14.7,0,62.4,61,46.9,88.1,1321,Haze,Minor
2023-02-13,Silk Board,Road_12,61.0,24.5,0,82.0,131,52.3,60.1,4370,Cloudy,Minor
2023-07-24,Whitefield,Road_5,77.2,16.7,2,67.3,135,70.0,70.8,4924,Haze,None
2023-09-11,Brigade Road,Road_7,76.5,21.8,2,82.0,177,49.0,86.9,1551,Haze,Minor
2023-02-13,Koramangala,Road_9,78.4,19.2,0,76.2,171,67.2,76.8,814,Rain,None
2023-09-17,Electronic City,Road_11,86.5,15.4,4,72.3,157,69.8,90.9,4512,Clear,Major
2022-10-20,Electronic City,Road_10,66.4,21.0,2,56.1,152,59.5,92.0,1509,Clear,Major
2023-10-07,Whitefield,Road_3,82.6,13.4,1,86.3,245,46.3,73.3,4505,Cloudy,Minor
2024-01-26,Koramangala,Road_6,79.0,28.0,1,88.9,130,38.0,64.3,2066,Rain,None
2023-11-03,Brigade Road,Road_12,50.2,33.4,0,56.3,163,62.0,88.4,2421,Clear,Minor
2022-08-04,Whitefield,Road_4,74.6,17.9,1,83.5,107,36.9,61.5,3953,Clear,Major
2022-06-04,Brigade Road,Road_16,82.8,13.0,1,96.9,127,73.2,70.2,4125,Rain,Major
2022-07-31,MG Road,Road_14,92.4,12.5,1,90.9,227,40.9,87.9,890,Cloudy,Major
2022-01-23,Electronic City,Road_1,73.8,17.7,2,81.8,218,71.5,65.1,4827,Clear,None
2023-02-20,MG Road,Road_3,81.1,8.0,2,75.9,201,36.5,81.7,1923,Cloudy,None
2023-11-19,Brigade Road,Road_15,55.4,36.7,0,63.5,161,50.5,90.4,4870,Cloudy,None
2024-04-16,Silk Board,Road_15,73.9,23.5,2,56.8,227,69.6,67.2,2780,Rain,Major
2023-04-24,Whitefield,Road_3,66.9,25.2,0,55.4,235,50.3,85.0,2903,Clear,Minor
2023-05-22,Silk Board,Road_5,69.2,25.1,0,63.5,119,68.6,84.5,4357,Rain,Major
2023-09-09,Silk Board,Road_8,75.6,13.3,1,84.1,141,34.9,70.5,3773,Cloudy,Minor
2023-01-21,Koramangala,Road_8,80.2,16.0,3,82.2,51,33.5,65.9,3398,Clear,Major
2023-10-01,Brigade Road,Road_14,86.3,19.1,0,86.1,89,70.6,69.7,1003,Rain,None
2023-03-01,Indiranagar,Road_9,69.0,23.1,1,69.9,211,57.8,67.3,1080,Rain,Major
2022-09-30,Indiranagar,Road_8,55.9,22.1,0,64.4,210,68.8,90.6,3840,Rain,Minor
2023-10-04,Brigade Road,Road_7,63.2,25.8,2,57.3,167,36.8,92.8,3094,Rain,None
2023-08-24,Silk Board,Road_9,83.0,18.8,1,95.8,83,68.7,64.7,4145,Haze,Major
2022-08-10,MG Road,Road_15,49.8,25.0,0,55.1,69,73.1,71.8,4595,Rain,Minor
2023-11-14,MG Road,Road_9,57.5,27.0,0,64.0,144,38.2,66.2,1030,Haze,Major
2024-06-23,Indiranagar,Road_7,49.7,21.2,0,70.6,147,66.5,64.6,2736,Haze,Minor
2024-01-16,Whitefield,Road_9,61.3,23.5,0,71.5,114,41.0,83.1,4262,Clear,None
2023-08-26,Indiranagar,Road_13,64.0,28.4,2,83.3,236,64.6,70.5,4203,Haze,None
2024-05-01,MG Road,Road_2,59.9,21.9,0,59.3,110,46.2,73.0,1618,Clear,None
2022-01-15,Silk Board,Road_8,73.3,22.2,0,89.7,151,56.1,85.1,906,Haze,None
2022-08-20,Silk Board,Road_10,69.7,20.1,0,62.3,137,73.9,61.1,911,Rain,Major
2023-10-31,Silk Board,Road_5,63.0,20.8,0,65.5,230,36.7,60.5,1743,Haze,Major
2022-01-11,Silk Board,Road_6,56.8,22.5,1,65.1,202,74.1,62.7,1571,Haze,Major
2023-10-23,Whitefield,Road_8,87.4,9.2,1,84.8,213,73.4,75.2,3818,Haze,Minor
2022-10-26,MG Road,Road_1,61.0,18.0,0,75.2,86,54.7,88.2,3815,Haze,None
2022-02-24,Indiranagar,Road_8,99.0,12.4,2,100.0,53,61.7,76.8,1897,Rain,Minor
2022-06-28,Whitefield,Road_13,91.7,14.6,2,93.4,150,55.6,85.5,4541,Rain,Major
2023-10-15,Marathahalli,Road_11,68.1,24.7,1,63.1,198,34.3,78.3,3882,Clear,Major
2023-03-15,Silk Board,Road_8,59.2,25.3,0,67.0,56,55.5,92.3,2669,Cloudy,Minor
2023-12-13,Silk Board,Road_10,51.6,26.8,0,50.0,234,49.7,68.8,3640,Cloudy,None
2023-07-13,Koramangala,Road_1,59.1,23.7,0,73.0,176,72.8,90.6,4168,Rain,Major
2022-05-23,Silk Board,Road_4,65.7,17.8,4,71.9,81,58.8,60.8,3628,Haze,Minor
2022-06-13,Silk Board,Road_2,67.3,17.1,2,75.6,117,47.7,77.2,1319,Haze,Major
2023-03-20,Whitefield,Road_15,59.8,21.9,1,64.6,53,52.5,91.5,1930,Rain,None
2024-08-13,Marathahalli,Road_7,53.6,25.1,1,58.2,78,57.8,65.7,1772,Clear,None
2023-05-23,Brigade Road,Road_5,58.3,23.4,2,65.6,158,30.4,75.7,2086,Rain,Minor
2024-07-02,Marathahalli,Road_11,85.0,14.2,3,87.0,145,58.5,83.4,2323,Rain,Major
2022-06-22,Electronic City,Road_4,62.0,14.2,1,56.2,242,44.3,61.6,2854,Clear,Major
2022-08-04,MG Road,Road_10,91.4,8.0,5,94.0,99,34.8,82.9,3183,Haze,Major
2023-06-15,Whitefield,Road_11,67.9,24.0,0,59.1,92,65.2,83.0,1168,Cloudy,None
2022-06-15,Electronic City,Road_11,74.6,17.5,0,78.6,110,37.6,76.9,2203,Cloudy,None
2023-11-25,Indiranagar,Road_12,81.0,16.9,0,93.7,59,72.5,78.8,3165,Haze,Minor
2022-11-04,Brigade Road,Road_6,64.5,24.6,1,66.4,195,69.3,62.9,3232,Cloudy,Minor
2023-11-19,Whitefield,Road_3,47.9,33.3,0,50.0,232,44.4,87.4,4217,Rain,Minor
2024-01-28,MG Road,Road_16,44.4,24.5,0,50.0,164,53.1,89.8,993,Haze,None
2023-02-28,Indiranagar,Road_3,81.1,17.8,2,89.7,170,48.8,81.0,4014,Haze,Minor
2022-03-30,Whitefield,Road_16,47.8,34.4,1,50.0,124,51.6,65.8,2621,Clear,Minor
2024-03-25,Koramangala,Road_14,61.6,24.0,0,62.6,247,39.0,81.5,1146,Haze,Major
2024-04-11,Brigade Road,Road_1,83.1,16.6,1,88.2,78,50.9,84.5,4139,Haze,Major
2023-09-30,Brigade Road,Road_5,81.5,21.4,0,74.5,174,49.6,70.0,1077,Clear,None
2022-11-17,Marathahalli,Road_9,77.5,17.0,0,77.5,225,41.4,68.2,1225,Haze,Minor
2023-02-23,Silk Board,Road_8,73.8,15.0,0,80.2,212,41.2,67.7,4209,Clear,Major
2023-12-10,MG Road,Road_4,60.8,19.7,1,66.2,204,41.0,73.3,4280,Haze,Minor
2023-02-18,Whitefield,Road_11,65.5,18.1,0,65.3,142,41.5,71.1,2396,Rain,None
2023-07-17,Electronic City,Road_5,72.3,18.6,2,68.3,130,69.0,94.0,2790,Cloudy,None
2022-02-11,Whitefield,Road_15,99.0,12.3,2,96.9,184,33.3,68.9,4654,Cloudy,Minor
2024-05-03,MG Road,Road_7,92.7,11.8,5,92.1,238,59.2,84.5,2875,Rain,Minor
2023-12-16,Whitefield,Road_3,87.6,16.5,1,82.7,99,67.9,79.0,2718,Haze,Major
2022-10-02,Indiranagar,Road_5,72.1,18.4,0,77.6,119,65.9,78.1,908,Rain,None
2024-08-12,Indiranagar,Road_14,58.8,20.7,0,55.6,151,72.0,72.4,909,Rain,Major
2023-09-04,MG Road,Road_13,77.0,20.5,1,74.9,72,48.3,69.9,1074,Cloudy,Major
2022-03-14,Silk Board,Road_11,83.0,20.2,1,85.6,237,52.1,83.0,3818,Rain,Major
2022-09-13,Silk Board,Road_13,52.3,25.8,0,60.0,53,36.6,73.9,4710,Clear,Minor
2022-08-05,Marathahalli,Road_11,69.6,18.0,0,84.9,172,73.4,64.5,4563,Haze,Minor
2024-07-04,Brigade Road,Road_16,61.7,27.6,1,71.4,186,35.8,89.8,1654,Cloudy,Major
2022-07-31,Brigade Road,Road_2,80.3,16.6,2,75.7,74,35.1,70.5,1305,Haze,Major
2022-10-01,Indiranagar,Road_4,77.4,23.0,2,92.7,157,61.9,72.4,582,Rain,Major
2022-10-22,Silk Board,Road_2,82.3,14.8,1,85.1,206,47.4,68.4,4449,Rain,Minor
2023-04-05,Silk Board,Road_11,49.8,29.4,0,61.8,218,49.4,67.8,3126,Clear,Minor
2024-05-15,Whitefield,Road_11,73.3,24.8,0,60.7,121,64.3,82.4,4073,Rain,None
2023-09-12,Brigade Road,Road_2,67.7,14.2,1,75.8,64,35.6,74.6,4148,Haze,Major
2023-03-27,Whitefield,Road_13,71.7,18.6,3,86.3,175,40.3,71.6,1798,Haze,Major
2023-09-10,Electronic City,Road_11,77.2,16.8,0,70.5,67,68.0,92.3,3345,Cloudy,Minor
2022-12-22,Whitefield,Road_12,82.3,18.2,0,86.3,128,42.1,70.1,4571,Haze,Major
2024-02-26,Koramangala,Road_11,90.1,8.1,2,88.9,97,50.8,91.5,3228,Cloudy,Major
2022-04-10,MG Road,Road_7,70.1,23.1,2,94.1,60,71.0,84.1,2314,Cloudy,Minor
2023-05-07,Silk Board,Road_1,91.9,17.8,0,100.0,225,45.3,91.8,1201,Haze,None
